index,Date,Address,City,District,Ward,HouseType,LegalPaper,NumberofFloors,NumberofBedrooms,SquaredMeterArea,Length,Width,Price/m2
75967,2020-06-11,"Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Nhật Tân,Nhà biệt thự,Đã có sổ,3.0,4.0,166.0,12.0,13.0,132.53
75969,2020-06-11,"tam khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,9.0,3.0,117.14
75972,2020-06-11,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,48.0,10.0,4.0,68.75
75975,2020-06-11,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,45.0,10.0,4.0,86.67
75976,2020-06-11,"131, 131 Đường Thái Hà, Phường Quang Trung, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,37.0,8.0,4.0,156.76
75999,2020-06-11,"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,46.0,12.0,4.0,71.74
76011,2020-06-11,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,8.61,3.27,68.75
76022,2020-06-11,"12, ngô thị sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,33.0,10.0,4.0,93.94
76029,2020-06-11,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,44.0,11.0,4.0,102.27
76039,2020-06-11,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,38.0,10.0,4.0,81.58
76073,2020-06-11,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,910.0,320.0,90.0
76088,2020-06-11,"Đường Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,55.0,15.0,3.0,69.09
76113,2020-06-11,"Đường Lạc Trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Thanh Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,60.0,15.0,4.0,140.0
76127,2020-06-11,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,40.0,7.0,7.0,115.0
76132,2020-06-11,"1111111, nguyễn lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,39.0,8.0,5.0,141.03
76141,2020-06-11,"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,55.0,5.0,11.0,98.18
76146,2020-06-11,"1, Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,45.0,10.0,4.0,137.78
76159,2020-06-11,"Đường Thạch Cầu, Phường Long Biên, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,38.0,12.0,35.0,38.16
76164,2020-06-11,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,80.0,16.0,5.0,268.75
76168,2020-06-11,"Đường Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Quán Thánh,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,10.0,4.0,197.5
76171,2020-06-11,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,11.0,4.0,57.78
76172,2020-06-11,"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,24.0,8.0,3.0,83.33
76182,2020-06-11,"Đường Hải Bối, Xã Hải Bối, Huyện Đông Anh, Hà Nội",Hà Nội,Dong Anh,Xã Hải Bối,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,43.0,10.0,4.0,44.19
76189,2020-06-11,"phố thái thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,71.0,14.0,5.0,135.21
76196,2020-06-11,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,8.0,6.0,77.78
76207,2020-06-11,"Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,54.0,10.0,5.1,62.96
76210,2020-06-11,"34, Đường Tân Phong||2667, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Thụy Phương,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,88.0,16.0,5.0,34.09
76217,2020-06-11,"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Hà Nội,Thanh Tri,Xã Tân Triều,Nhà biệt thự,Đã có sổ,4.0,6.0,100.0,20.0,5.0,106.0
76228,2020-06-11,"Đường Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,33.0,9.0,4.0,160.61
76237,2020-06-11,"Đường Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,64.0,16.0,5.0,39.06
76239,2020-06-11,"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,36.0,9.0,4.0,143.06
76243,2020-06-11,"Đường Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Nam Đồng,Nhà biệt thự,Đã có sổ,4.0,4.0,100.0,20.0,5.0,102.0
76244,2020-06-11,"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,78.0,13.0,6.0,197.44
76245,2020-06-11,"Lương đình Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2.0,58.0,14.0,4.0,50.0
76253,2020-06-11,"Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,70.0,7.0,10.0,342.86
76254,2020-06-11,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,43.0,11.0,3.0,111.63
76260,2020-06-11,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,10.0,3.0,91.67
76271,2020-06-11,"Đường Bưởi, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,70.0,12.0,4.0,104.29
76289,2020-06-11,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,46.0,14.0,3.0,128.26
76296,2020-06-11,"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,11.0,3.0,90.63
76299,2020-06-11,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,37.0,6.0,5.0,95.95
76300,2020-06-11,"Hồ Tùng Mậu., Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,45.0,10.0,4.5,77.78
76307,2020-06-11,"an sơn đại la, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,6.0,3.0,90.63
76308,2020-06-11,"173, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,7.0,3.0,40.0,8.0,5.0,147.5
76312,2020-06-11,"Đường Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,2.0,54.0,12.0,4.0,55.37
76340,2020-06-11,"Đường Vĩnh Hưng, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,31.0,11.0,3.0,50.0
76342,2020-06-11,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,7.3,4.5,83.33
76345,2020-06-10,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,33.0,9.0,4.0,89.39
76348,2020-06-10,"Đường Yên Duyên, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,9.75,3.05,76.67
76350,2020-06-10,"Đường Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,20.0,6.0,3.2,75.0
76351,2020-06-10,"Thịnh hào 3, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,35.0,8.5,4.0,80.0
76352,2020-06-10,"Đường Ngô Sĩ Liên, Phường Văn Miếu, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,12.0,3.8,80.0
76353,2020-06-10,"Ngõ Thông Phong, Phường Cát Linh, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,6.0,3.0,15.0,5.0,3.0,93.33
76366,2020-06-10,"Đường Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,40.0,11.0,3.8,90.0
76374,2020-06-10,"Đường Võ Chí Công, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Xuân Tảo,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,455.0,9.0,5.0,12.31
76379,2020-06-10,"Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Dương Nội,Nhà phố liền kề,Đang chờ sổ,6.0,8.0,80.0,107.0,75.0,137.5
76386,2020-06-10,"Đường Lê Trọng Tấn, Xã La Phù, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,32.0,9.0,3.0,47.5
76395,2020-06-10,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,9.0,3.0,107.14
76397,2020-06-10,"Đường Khu tập thể Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Thành Công,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,60.0,12.0,5.0,51.67
76416,2020-06-10,"Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,41.0,10.0,4.0,92.68
76421,2020-06-10,"68, Đường Thái Hà, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,55.0,13.0,4.0,103.64
76434,2020-06-10,"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,150.0,18.0,8.0,52.0
76440,2020-06-10,"Đường 8/3, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,22.0,6.0,4.0,77.27
76442,2020-06-10,"Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Ngọc Khánh,Nhà phố liền kề,Đã có sổ,5.0,5.0,70.0,10.0,3.0,104.29
76444,2020-06-10,"ngõ Văn Hương, Đường Tôn Đức Thắng, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,25.0,6.3,4.0,74.0
76445,2020-06-10,"Nguyễn Văn Tuyết, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,6.0,70.0,16.0,4.3,235.71
76451,2020-06-10,"Đường Đền Lừ 1, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,45.0,11.0,4.0,141.11
76452,2020-06-10,"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,60.0,10.0,6.0,358.33
76454,2020-06-10,"Đường Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,41.0,10.0,4.0,80.49
76458,2020-06-10,"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,43.0,11.0,4.0,70.93
76459,2020-06-10,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mỹ Đình 2,Nhà phố liền kề,Đã có sổ,3.0,3.0,50.0,12.0,4.0,99.0
76460,2020-06-10,"hoàng quôc việt, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,4.0,10.0,4.0,1400.0
76462,2020-06-10,"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,60.0,12.0,5.0,223.33
76488,2020-06-10,"Đường Nguyễn Đức Cảnh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,60.0,15.0,4.0,90.0
76490,2020-06-10,"Đường Tôn Thất Tùng, Phường Phương Liên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,57.0,8.0,5.0,96.49
76492,2020-06-10,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,7.0,5.0,52.0,14.0,3.8,105.77
76494,2020-06-10,"Đường Nguyễn Đức Cảnh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,60.0,15.0,4.0,90.0
76506,2020-06-10,"Đường Đội Cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,40.0,10.0,4.0,127.5
76507,2020-06-10,"Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,36.0,10.0,3.0,88.89
76511,2020-06-10,"Đường Nguyễn Trãi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,50.0,12.5,4.0,75.6
76515,2020-06-10,"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,25.0,10.0,2.0,118.0
76516,2020-06-10,"LK6B-44, Đường An Hòa, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,Nhà phố liền kề,Đã có sổ,5.0,6.0,76.0,15.0,5.0,110.53
76526,2020-06-10,"5, Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,6.0,5.0,73.33
76541,2020-06-10,"Đường Ngô Sĩ Liên, Phường Văn Miếu, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,9.0,3.0,100.0
76543,2020-06-10,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,8.0,40.0,10.0,4.0,67.5
76544,2020-06-10,"140, Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,31.0,10.0,4.0,106.45
76547,2020-06-10,"Đường Ngô Thì Nhậm||1826, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Hà Cầu,Nhà phố liền kề,Đã có sổ,5.0,4.0,50.0,12.0,4.0,130.0
76551,2020-06-10,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,6.0,5.0,81.67
76556,2020-06-10,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,63.0,10.0,6.0,56.35
76561,2020-06-10,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,4.0,68.0,7.5,8.9,191.18
76564,2020-06-10,"Đường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,100.0,125.0,8.0,80.0
76572,2020-06-10,"Đường Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,56.0,14.0,4.0,160.71
76575,2020-06-10,"Đường Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,46.0,12.0,4.0,71.74
76583,2020-06-10,"Đường Từ Hoa, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,10.0,4.0,102.63
76591,2020-06-10,"Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,32.0,10.0,3.3,117.19
76597,2020-06-10,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,12.0,3.0,110.0
76598,2020-06-10,"Đường Đội Cấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,55.0,17.0,3.0,71.82
76599,2020-06-10,"56, Đường Hoàng Ngân, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,40.0,8.0,5.0,97.5
76600,2020-06-10,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,80.0,16.0,5.0,97.5
76601,2020-06-10,"622, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,24.0,5.0,5.0,89.58
76603,2020-06-10,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,48.0,12.0,4.0,93.46
76613,2020-06-10,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,3.0,5.0,85.0,16.0,4.0,52.94
76622,2020-06-10,"Đường Phùng Hưng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,198.0,10.0,20.0,80.81
76623,2020-06-10,"38, Đường Mậu Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,9.0,3.0,70.31
76627,2020-06-10,"Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,6.0,5.0,112.5
76629,2020-06-10,"Đường Văn Hương, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,25.0,7.0,4.0,79.2
76632,2020-06-10,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,7.0,4.0,67.74
76635,2020-06-10,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,44.0,10.0,4.0,82.95
76644,2020-06-10,"Đường Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,11.0,3.31,100.0
76649,2020-06-10,"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,7.8,3.9,98.33
76658,2020-06-10,"1, Đường Nhân Hòa, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,40.0,8.0,5.0,125.0
76659,2020-06-10,"Đường Thị Cấm, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Xuân Phương,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,36.0,9.0,4.0,138.89
